"Datacenter","Name","TotalSpaceGB","Type","UsedSpaceGB","ProvisionedSpaceGB","FreeSpaceGB","NumVM","NumVMHost"
,"P2000g3_R6","7444","VMFS","6362","7468","1082","61","11"
